111.26	540
112.82	604
123.90	796
133.83	668
144.95	732
150.70	192
152.63	462
191.38	526
197.76	398
198.13	256
203.45	334
218.60	256
219.62	270
226.05	0
261.30	1002
265.35	192
326.98	874
332.53	938
335.24	810
340.32	1066
350.67	256
357.02	192
375.02	192
399.52	0
418.62	256
431.07	256
101.32	797
108.98	541
110.83	1
120.44	605
122.99	733
127.10	669
127.58	193
140.40	193
167.62	335
168.51	527
175.43	257
186.83	257
206.27	463
208.09	399
210.80	193
221.73	193
243.77	271
246.38	1
262.02	1
319.92	1067
324.82	811
337.12	257
350.41	939
364.76	875
366.77	65
380.30	1003
382.95	193
392.20	65
394.65	257
398.17	1
407.32	257
485.77	193
109.43	734
113.55	194
118.29	606
125.72	542
139.58	336
140.03	670
160.79	798
164.48	400
198.97	272
201.43	2
201.81	464
206.50	194
217.50	194
225.98	2
243.98	528
249.88	194
253.80	258
264.59	812
284.48	876
340.82	1004
343.39	940
343.47	194
346.32	1068
366.97	130
382.50	258
395.87	258
427.40	258
118.44	607
119.51	799
121.12	543
139.41	273
146.10	195
146.20	735
158.78	195
159.84	671
168.07	401
182.89	465
187.53	195
206.15	529
207.02	337
215.07	813
218.28	195
245.75	1069
246.74	1005
249.73	195
342.57	259
351.35	195
356.32	259
375.30	259
385.70	941
389.90	131
406.12	877
451.10	67
462.65	67
473.55	67
102.93	544
104.90	4
110.75	736
116.83	196
117.29	800
124.16	672
126.43	608
131.50	196
200.21	466
201.20	402
201.29	338
205.20	196
215.43	530
216.28	196
243.22	1006
248.36	274
250.90	4
274.10	4
274.23	942
280.02	878
292.44	1070
334.75	814
341.25	4
389.17	260
397.25	4
415.55	260
427.10	260
116.31	673
124.78	545
126.45	5
127.61	801
133.70	609
139.44	737
148.12	467
152.73	197
173.35	197
186.48	197
192.62	275
193.98	5
199.11	403
204.89	339
224.88	5
236.92	531
244.35	1007
248.15	261
249.85	197
292.94	879
294.90	69
315.48	943
337.65	197
342.24	815
349.00	5
355.80	197
358.01	1071
398.80	5
402.95	261
415.97	261
101.61	738
131.56	610
133.50	802
144.20	546
146.90	6
163.46	674
187.66	276
190.23	6
199.22	532
207.58	262
218.70	262
229.75	340
230.92	468
235.78	404
265.50	944
294.70	134
304.98	1072
310.13	816
331.32	262
346.97	1008
357.30	198
398.07	880
427.60	198
450.65	70
473.85	70
115.22	739
115.35	611
117.95	71
121.30	547
123.41	803
142.11	675
155.94	817
173.82	277
174.80	7
192.05	135
197.14	533
201.00	469
204.63	263
209.53	199
215.83	263
220.60	199
241.30	341
270.90	1009
285.66	945
297.15	199
309.43	881
323.00	135
349.00	199
364.45	71
364.57	1073
383.60	263
396.70	263
398.70	7
436.30	135
453.37	263
471.80	263
120.47	740
124.52	548
125.70	8
128.44	804
129.98	612
148.71	676
157.38	136
160.55	278
161.65	8
190.68	136
197.46	342
202.68	8
215.32	534
221.93	264
222.85	136
228.95	470
247.80	264
255.68	200
271.41	818
273.15	8
295.48	946
295.92	8
301.89	882
303.40	136
336.07	136
345.97	1010
349.34	1074
353.60	200
356.32	136
366.60	264
398.92	8
427.07	264
429.30	200
436.00	136
114.70	741
115.26	613
121.48	201
122.67	549
124.08	9
127.39	805
131.67	677
136.25	201
136.42	471
150.24	279
151.68	9
156.20	201
172.31	343
198.12	535
205.53	265
216.70	265
220.36	883
253.82	1011
257.98	201
274.13	947
284.57	137
312.44	819
314.87	9
349.40	201
369.35	201
370.22	1075
389.40	265
436.45	137
460.52	265
478.15	265
102.23	678
126.23	202
128.36	806
137.69	742
138.58	202
141.68	614
151.18	550
167.32	472
171.98	202
177.16	344
183.98	202
200.09	536
205.66	280
208.45	266
219.58	266
223.87	820
296.29	884
332.27	1012
334.95	202
360.42	948
392.80	1076
418.90	266
431.20	266
432.45	202
451.02	202
458.47	138
469.10	266
482.27	266
101.34	743
104.50	203
116.58	203
117.40	679
128.61	551
130.58	11
132.61	807
134.09	615
147.45	203
152.73	345
203.20	473
207.80	203
219.00	203
221.73	139
222.01	537
232.49	281
234.25	11
252.40	203
261.47	11
267.82	1077
309.21	949
312.97	267
317.67	139
353.27	821
353.55	267
354.50	139
355.77	11
375.69	885
383.92	11
417.01	1013
419.02	203
425.72	11
435.17	139
119.24	680
119.40	552
120.15	12
123.13	140
125.98	744
126.28	204
133.05	616
138.33	204
141.80	12
160.24	808
173.13	12
186.74	282
187.63	12
200.93	474
205.01	538
205.53	204
216.60	204
222.33	140
247.91	346
248.93	204
255.06	886
298.50	1014
300.55	204
305.31	822
305.43	950
306.77	12
308.97	140
323.50	12
384.42	140
435.52	140
446.04	1078
113.02	617
115.25	77
122.55	745
125.63	205
130.24	553
131.88	13
139.63	205
141.06	475
147.29	681
149.85	809
149.98	205
157.03	141
167.49	347
170.28	205
183.79	539
186.18	887
191.30	141
211.63	283
213.13	13
221.45	141
245.92	823
252.10	13
265.62	1015
268.32	205
309.59	1079
337.07	951
345.50	141
380.35	205
382.80	141
397.92	205
420.92	141
123.22	554
123.68	682
127.08	14
127.59	746
131.78	206
138.02	618
145.53	206
187.88	476
192.43	206
203.74	348
222.70	142
223.77	824
249.48	284
251.50	14
271.12	1016
273.35	14
274.07	206
297.22	14
305.05	888
334.03	952
344.50	142
368.25	142
435.37	142
98.28	555
98.95	15
122.23	747
129.25	683
130.80	207
132.98	143
139.25	619
145.55	207
151.55	349
157.88	143
174.56	477
179.83	207
190.45	143
190.75	207
200.55	889
204.04	285
205.18	15
221.08	143
257.35	143
262.30	15
298.55	953
300.90	143
303.94	825
305.47	15
324.07	15
344.04	1017
348.17	207
435.35	143
456.42	15
481.52	79
111.51	684
115.00	144
118.78	620
120.22	556
121.10	16
127.16	748
142.48	16
171.55	286
172.33	16
205.65	350
221.65	144
224.16	478
224.88	16
250.78	208
251.74	1018
303.03	954
306.27	144
331.01	826
333.25	16
336.55	208
342.27	890
367.20	16
384.25	144
435.37	144
113.98	749
116.57	621
122.86	557
139.62	685
190.83	351
207.14	287
221.25	145
224.86	827
225.63	17
232.42	479
240.43	209
317.62	1019
336.72	209
344.54	891
352.00	209
392.65	81
393.95	209
410.57	209
431.65	955
458.12	145
472.32	145
109.84	558
110.98	18
122.55	750
127.03	622
144.02	686
149.23	146
152.90	352
173.33	146
178.81	288
180.45	18
191.30	146
220.83	146
225.68	18
247.82	480
253.03	210
257.73	146
273.82	210
277.54	956
281.32	146
282.73	828
285.40	18
336.57	146
417.62	892
418.46	1020
419.50	82
425.27	210
436.55	146
459.05	82
469.55	82
120.09	623
122.00	559
122.80	19
125.75	147
127.07	751
127.34	687
127.58	211
139.55	211
171.04	353
172.68	19
174.13	147
191.02	481
191.20	147
215.23	289
216.10	19
221.83	147
256.55	147
261.50	19
289.05	957
290.67	147
327.03	829
329.07	19
341.56	893
342.37	19
367.17	19
391.87	1021
395.50	211
398.85	19
420.17	211
436.10	147
116.12	560
117.38	20
124.15	212
124.35	148
127.18	688
128.48	624
132.51	752
136.33	212
173.36	354
173.98	290
175.85	20
194.06	482
199.28	212
210.35	212
219.25	212
220.80	148
238.74	830
243.23	20
252.64	958
256.28	148
336.01	894
358.68	1022
361.45	212
436.17	148
475.75	20
112.46	561
115.35	21
120.23	625
123.68	213
132.21	689
136.08	213
142.40	149
151.53	753
154.83	291
155.30	213
157.53	21
161.91	483
170.30	213
172.08	21
191.53	213
209.36	355
221.85	149
257.68	149
264.18	895
318.11	1023
320.25	213
352.70	831
361.08	959
367.62	21
367.95	149
408.45	149
430.52	213
434.05	149
449.07	213
123.42	562
124.50	214
124.60	22
126.43	626
127.62	690
129.19	754
130.45	150
157.53	150
173.60	150
190.60	150
210.61	896
219.17	356
220.93	150
230.24	292
231.53	22
233.98	960
235.68	150
261.98	484
266.77	214
272.75	1024
274.15	22
296.67	22
302.39	832
305.77	22
324.52	22
425.10	22
107.81	627
109.58	87
123.90	151
125.48	215
129.49	563
131.00	23
138.54	691
138.55	215
141.43	151
150.15	755
154.00	215
173.20	151
190.58	151
206.31	293
208.13	23
208.34	357
221.35	151
240.92	485
245.55	215
256.60	215
257.80	151
276.00	215
277.46	897
287.35	215
293.87	833
295.52	23
300.35	1025
302.75	215
321.65	961
323.77	151
396.87	151
399.85	23
420.27	151
476.25	23
115.73	88
121.46	756
123.87	628
124.93	216
131.44	692
139.30	216
139.73	564
167.98	486
172.55	216
184.43	216
187.02	1026
198.40	358
218.40	294
221.63	152
223.83	24
241.32	962
273.82	152
332.42	898
352.38	834
397.65	88
436.37	152
115.90	89
118.24	757
118.85	629
121.55	565
124.03	217
129.77	693
135.65	153
138.80	217
157.40	153
179.34	295
183.00	25
191.30	153
202.93	25
207.85	359
219.81	487
220.68	153
245.58	217
255.55	217
256.23	153
261.85	1027
356.42	217
362.43	899
364.02	89
364.60	835
367.65	25
403.95	963
407.62	153
425.72	25
449.07	153
470.95	153
114.20	758
122.08	630
123.95	694
124.95	154
139.93	566
141.05	26
155.72	296
157.05	26
157.60	154
173.04	360
174.28	154
199.39	964
201.10	154
203.23	26
239.99	836
243.48	26
258.45	488
264.25	218
274.37	154
331.60	900
392.50	1028
397.32	90
399.37	218
424.72	26
478.92	218
117.85	759
119.44	567
121.73	27
125.15	155
129.29	695
131.91	631
142.73	155
164.65	489
171.58	219
191.18	155
203.60	361
221.58	155
227.33	297
232.20	27
259.00	965
263.20	155
317.56	901
362.79	837
366.00	27
426.37	27
436.72	155
443.94	1029
461.27	219
486.20	219
490.70	155
86.13	568
91.53	28
110.22	760
116.63	632
122.86	696
167.97	490
173.23	220
184.90	220
194.09	362
221.33	156
230.33	298
257.20	156
291.53	966
294.92	1030
302.22	156
302.65	220
337.12	156
378.64	902
380.75	92
381.28	838
397.52	28
91.26	761
97.50	221
110.65	221
130.69	697
132.89	1031
134.15	157
137.10	221
144.01	569
146.55	29
156.35	633
157.70	157
174.36	299
174.68	157
179.43	29
193.04	363
202.36	491
203.13	29
207.30	221
218.33	221
220.50	157
255.98	157
263.31	839
275.17	29
296.81	903
371.49	967
373.82	157
425.12	29
459.07	157
488.55	157
120.17	698
120.42	762
121.93	222
123.63	158
134.13	222
141.96	570
147.08	30
149.05	634
158.48	158
191.30	158
195.67	492
200.75	222
204.36	364
206.64	968
209.70	158
211.95	222
220.70	222
233.62	300
238.28	30
276.10	158
294.76	1032
297.42	222
335.66	840
342.42	30
357.56	904
361.35	94
396.35	222
413.67	222
425.77	30
490.55	158
108.59	571
119.43	223
120.11	699
131.68	223
140.11	763
144.30	223
147.34	635
160.50	365
204.09	493
204.35	301
208.65	223
219.80	223
251.43	223
264.85	905
289.95	841
299.56	969
327.22	159
356.15	159
384.64	1033
386.95	223
434.80	223
435.37	159
489.35	159
106.52	636
108.98	96
121.60	224
130.35	700
133.88	224
136.20	572
147.11	764
149.65	224
157.59	366
158.80	160
195.28	302
203.08	32
220.53	160
249.27	494
253.58	224
256.58	160
257.63	970
266.80	160
294.52	224
299.21	842
352.63	906
354.89	1034
357.00	224
397.85	96
115.88	97
124.48	225
129.46	637
132.27	573
133.32	765
136.78	225
136.81	701
141.38	161
152.65	225
157.43	161
175.64	303
190.50	161
202.62	495
207.28	225
218.53	225
220.93	161
221.33	367
257.40	161
283.07	907
315.01	843
322.03	971
325.50	161
382.60	161
383.53	1035
385.77	225
398.45	161
425.52	33
94.70	702
103.00	638
103.80	162
104.65	98
110.83	766
115.30	226
121.72	574
182.85	368
187.81	496
192.25	226
207.11	844
218.53	304
221.98	162
294.28	908
296.12	98
300.73	1036
303.57	226
305.77	972
314.22	162
354.85	162
404.30	226
423.52	226
489.72	162
107.27	639
109.00	99
111.87	767
119.65	227
120.52	703
134.30	227
137.60	575
200.61	497
203.01	845
205.70	227
215.99	305
216.75	227
219.91	369
297.84	973
308.29	1037
312.45	227
329.26	909
334.95	163
356.47	163
403.25	227
422.87	227
105.80	640
107.65	100
120.56	704
122.65	576
124.72	768
195.22	370
199.01	498
204.63	228
209.64	846
214.25	306
215.60	228
221.18	164
260.37	1038
268.47	228
292.17	974
299.62	164
336.52	164
345.92	228
356.05	164
361.66	910
363.37	100
365.85	228
422.60	100
127.11	769
130.28	705
133.05	577
134.23	641
135.10	307
191.83	165
197.26	371
197.87	499
205.30	229
216.45	229
221.35	165
289.31	975
299.47	165
335.95	1039
338.20	911
340.52	101
355.00	229
368.94	847
390.60	37
418.07	229
114.14	642
117.05	102
127.40	578
131.45	770
132.69	706
182.77	500
187.12	308
188.50	230
210.25	230
236.62	372
241.26	976
291.02	1040
301.32	230
320.71	848
323.17	38
334.92	912
379.92	230
395.00	102
400.02	230
108.24	771
110.14	643
114.40	103
116.63	231
131.30	231
135.84	579
153.01	707
177.55	977
185.39	501
190.38	231
200.39	373
204.11	309
212.33	231
221.83	167
246.40	167
281.72	849
304.43	913
317.48	1041
322.75	231
412.60	231
430.70	231
115.30	580
116.84	708
117.17	644
118.65	772
120.28	232
132.58	232
182.10	374
186.25	502
190.80	232
203.55	310
221.63	232
280.85	978
298.12	168
325.03	914
325.29	1042
328.82	232
378.12	850
380.62	40
419.55	232
433.35	232
118.13	233
120.28	773
132.49	645
139.41	581
145.40	233
150.20	709
156.06	311
185.44	375
185.52	503
190.00	233
221.10	233
221.63	169
238.85	915
288.12	1043
290.90	233
317.80	979
333.21	851
365.57	169
397.17	233
414.80	233
98.10	710
118.73	234
121.70	646
129.25	774
131.08	234
134.38	582
143.83	234
209.09	440
213.96	312
216.17	376
218.80	170
219.82	504
